#berlin_kappa
105.7808742;140.9326548;0.0005921
103.8675114;138.6217142;0.0004779
101.9573224;136.3089036;0.0004494
100.0505190;133.9940225;0.0004705
98.1473127;131.6768706;0.0005205
96.2479150;129.3572472;0.0005455
94.3525378;127.0349519;0.0005704
92.4613924;124.7097842;0.0006219
90.5746907;122.3815438;0.0006488
88.6926441;120.0500300;0.0007033
86.8154643;117.7150424;0.0007306
84.9433630;115.3763806;0.0007851
83.0765517;113.0338441;0.0008125
81.2152420;110.6872323;0.0008672
79.3596456;108.3363449;0.0008946
77.5099741;105.9809813;0.0009495
75.6664391;103.6209411;0.0009771
73.8292522;101.2560238;0.0010323
71.9986250;98.8860289;0.0010600
70.1747692;96.5107559;0.0011157
68.3578963;94.1300045;0.0011436
66.5482180;91.7435740;0.0011998
64.7459459;89.3512641;0.0012280
62.9512916;86.9528742;0.0012850
61.1644667;84.5482039;0.0013144
59.3856918;82.1370546;0.0013560
57.6153001;79.7192508;0.0013737
55.8537024;77.2946333;0.0014107
54.1013108;74.8630430;0.0014289
52.3585376;72.4243208;0.0014652
50.6257948;69.9783076;0.0014832
48.9034947;67.5248446;0.0015191
47.1920495;65.0637724;0.0015369
45.4918714;62.5949323;0.0015724
43.8033725;60.1181649;0.0015901
42.1269650;57.6333114;0.0016253
40.4630612;55.1402127;0.0016428
38.8120732;52.6387097;0.0016779
37.1744132;50.1286433;0.0016954
35.5504934;47.6098546;0.0017304
33.9407260;45.0821844;0.0017480
32.3455231;42.5454737;0.0017832
30.7652969;39.9995635;0.0018009
29.2004598;37.4442946;0.0018366
27.6514237;34.8795081;0.0018546
26.1186009;32.3050449;0.0018838
24.6024037;29.7207460;0.0018847
23.1032441;27.1264522;0.0016933
21.6215344;24.5220045;0.0015187
20.1576792;21.9072483;0.0013064
18.7114285;19.2823986;0.0012992
17.2813841;16.6483198;0.0012477
15.8660317;14.0059416;0.0012258
14.4638568;11.3561940;0.0011787
13.0733452;8.7000070;0.0011553
11.6929823;6.0383104;0.0011076
10.3212539;3.3720341;0.0010836
8.9566455;0.7021081;0.0010353
7.5976428;-1.9705378;0.0010110
6.2427313;-4.6449737;0.0009624
4.8903967;-7.3202695;0.0009373
3.5391246;-9.9954956;0.0007943
2.1877028;-12.6699182;0.0005880
0.8363570;-15.3437381;0.0002487
-0.5142598;-18.0174337;0.0001620
-1.8634947;-20.6914831;0.0002514
-3.2106949;-23.3663647;0.0003168
-4.5552072;-26.0425567;0.0004479
-5.8963789;-28.7205376;0.0005138
-7.2335570;-31.4007855;0.0006778
-8.5660885;-34.0837789;0.0008027
-9.8933205;-36.7699959;0.0013118
-11.2146001;-39.4599148;0.0015885
-12.5292743;-42.1540141;0.0020585
-13.8363746;-44.8528320;0.0021737
-15.1333791;-47.5572028;0.0023851
-16.4172885;-50.2680515;0.0024923
-17.6851035;-52.9863033;0.0027022
-18.9338245;-55.7128831;0.0028065
-20.1604523;-58.4487163;0.0030115
-21.3619875;-61.1947278;0.0031133
-22.5354306;-63.9518427;0.0033154
-23.6777823;-66.7209861;0.0034168
-24.7860431;-69.5030833;0.0036240
-25.8572138;-72.2990591;0.0037275
-26.8882948;-75.1098389;0.0037374
-27.8764344;-77.9362820;0.0037454
-28.8211169;-80.7782109;0.0038493
-29.7236922;-83.6346195;0.0038671
-30.5855623;-86.5044787;0.0039203
-31.4081291;-89.3867592;0.0039448
-32.1927948;-92.2804320;0.0039927
-32.9409612;-95.1844680;0.0040159
-33.6540304;-98.0978378;0.0040582
-34.3334043;-101.0195125;0.0040783
-34.9804850;-103.9484627;0.0041128
-35.5966744;-106.8836595;0.0041275
-36.1833745;-109.8240736;0.0041218
-36.7419230;-112.7687113;0.0040303
-37.2725909;-115.7171662;0.0037164
-37.7747716;-118.6695149;0.0035766
-38.2478326;-121.6258486;0.0034193
-38.6911413;-124.5862582;0.0034283
-39.1040651;-127.5508349;0.0035033
-39.4859715;-130.5196696;0.0035427
-39.8362280;-133.4928535;0.0036279
-40.1542018;-136.4704775;0.0036725
-40.4392605;-139.4526328;0.0037686
-40.6907716;-142.4394104;0.0038194
-40.9081023;-145.4309013;0.0040534
-41.0906080;-148.4271922;0.0042538
-41.2358331;-151.4277168;0.0050834
-41.3376021;-154.4305673;0.0056193
-41.3892828;-157.4336713;0.0066304
-41.3842427;-160.4349562;0.0071284
-41.3158495;-163.4323495;0.0080928
-41.1774710;-166.4237787;0.0085712
-40.9624746;-169.4071713;0.0095361
-40.6642281;-172.3804549;0.0100300
-40.2760992;-175.3415568;0.0110994
-39.7914554;-178.2884047;0.0116786
-39.2036644;-181.2189260;0.0133002
-38.5060876;-184.1310279;0.0142898
-37.6910110;-187.0191861;0.0161560
-36.7484423;-189.8706053;0.0171316
-35.6680989;-192.6715629;0.0189845
-34.4396979;-195.4083368;0.0199538
-33.0529568;-198.0672045;0.0223091
-31.4975929;-200.6344439;0.0236622
-29.7648428;-203.0942592;0.0264920
-27.8546916;-205.4189165;0.0277448
-25.7702489;-207.5764177;0.0297003
-23.5146284;-209.5347597;0.0307464
-21.0909438;-211.2619392;0.0336865
-18.5023086;-212.7259527;0.0349607
-15.7561539;-213.8971288;0.0371525
-12.8851154;-214.7594085;0.0378838
-9.9309485;-215.3016584;0.0387845
-6.9354216;-215.5127519;0.0393492
-3.9403027;-215.3815622;0.0402267
-0.9873600;-214.8969628;0.0401453
1.8825492;-214.0521084;0.0394646
4.6339424;-212.8654169;0.0391788
7.2333014;-211.3645402;0.0387637
9.6471113;-209.5771439;0.0386921
11.8418570;-207.5308935;0.0383218
13.7840233;-205.2534545;0.0383453
15.4425830;-202.7731548;0.0389218
16.8013787;-200.1222811;0.0385538
17.8497539;-197.3345842;0.0382855
18.5770608;-194.4438176;0.0385099
18.9726515;-191.4837347;0.0376074
19.0258783;-188.4880887;0.0366964
18.7268727;-185.4909106;0.0377470
18.0814389;-182.5318164;0.0387115
17.1098988;-179.6555950;0.0393149
15.8331219;-176.9072305;0.0393422
14.2719777;-174.3317070;0.0373152
12.4473355;-171.9740088;0.0358265
10.3805547;-169.8767088;0.0318251
8.1029898;-168.0331665;0.0278592
5.6553334;-166.3907637;0.0183434
3.0786364;-164.8951187;0.0131865
0.4139496;-163.4918504;0.0015423
-2.2976762;-162.1265773;-0.0045983
-5.0148116;-160.7450732;-0.0164829
-7.6881022;-159.2963566;-0.0217354
-10.2606837;-157.7325217;-0.0301244
-12.6753954;-156.0057837;-0.0338904
-14.8750770;-154.0683577;-0.0375854
-16.8025680;-151.8724591;-0.0438513
-18.4011717;-149.3736764;-0.0481238
-19.6240537;-146.5993480;-0.0567753
-20.4338160;-143.6454598;-0.0594591
-20.7934388;-140.6107503;-0.0597923
-20.6659023;-137.5939579;-0.0591984
-20.0141867;-134.6938211;-0.0622723
-18.8042289;-132.0087497;-0.0686560
-17.0648483;-129.6301616;-0.0694029
-14.8850255;-127.6427855;-0.0647206
-12.3563821;-126.1277709;-0.0524392
-9.5754194;-125.0955356;-0.0500590
-6.6433188;-124.4886557;-0.0410996
