;X;Y;kappa
667;200.3933382;100.3949832;0.0011505
668;202.0986397;102.8603929;0.0011737
669;203.7955889;105.3316768;0.0012199
670;205.4842508;107.8087130;0.0012430
671;207.1646905;110.2913797;0.0012890
672;208.8369730;112.7795551;0.0013120
673;210.5011633;115.2731173;0.0013578
674;212.1573263;117.7719445;0.0013806
675;213.8055272;120.2759150;0.0014262
676;215.4458309;122.7849067;0.0014490
677;217.0783025;125.2987980;0.0014944
678;218.7030070;127.8174670;0.0015171
679;220.3200093;130.3407919;0.0015621
680;221.9293746;132.8686508;0.0015848
681;223.5311678;135.4009219;0.0016274
682;225.1254539;137.9374834;0.0016199
683;226.7121253;140.4783569;0.0015054
684;228.2905367;143.0240109;0.0014505
685;229.8599379;145.5750009;0.0013401
686;231.4195788;148.1318824;0.0012853
687;232.9687094;150.6952109;0.0011764
688;234.5065796;153.2655419;0.0011224
689;236.0324393;155.8434308;0.0010154
690;237.5455383;158.4294331;0.0009627
691;239.0451267;161.0241044;0.0008576
692;240.5304543;163.6280001;0.0008077
693;242.0007710;166.2416758;0.0006927
694;243.4553268;168.8656868;0.0007010
695;244.8935528;171.5003749;0.0011098
696;246.3165205;174.1441458;0.0013495
697;247.7261733;176.7943764;0.0018086
698;249.1244626;179.4484342;0.0020274
699;250.5133398;182.1036864;0.0026800
700;251.8947565;184.7575006;0.0029431
701;253.2692370;187.4082785;0.0035838
702;254.6241416;190.0639650;0.0049357
703;255.9397240;192.7376566;0.0085005
704;257.1961686;195.4425002;0.0103677
705;258.3736598;198.1916426;0.0149895
706;259.4523819;200.9982306;0.0178528
707;260.4109068;203.8731437;0.0240452
708;261.2126499;206.8059507;0.0267391
709;261.8127215;209.7745424;0.0306817
710;262.1661462;212.7566897;0.0324171
711;262.2279490;215.7301636;0.0360887
712;261.9531546;218.6727350;0.0381414
713;261.2975555;221.5618404;0.0435967
714;260.2486537;224.3610991;0.0457231
715;258.8362574;227.0156953;0.0469236
716;257.0931177;229.4695313;0.0473138
717;255.0519854;231.6665092;0.0462353
718;252.7456113;233.5505312;0.0447464
719;250.2068830;235.0663454;0.0416328
720;247.4743937;236.1939727;0.0402819
721;244.5943791;236.9606852;0.0373729
722;241.6136097;237.3970611;0.0356486
723;238.5788561;237.5336786;0.0304880
724;235.5368889;237.4011158;0.0272803
725;232.5339502;237.0299499;0.0208962
726;229.5936899;236.4507066;0.0183536
727;226.7091648;235.6938426;0.0144386
728;223.8712567;234.7898096;0.0126772
729;221.0708477;233.7690593;0.0094104
730;218.2988197;232.6620433;0.0077384
731;215.5461420;231.4989408;0.0048647
732;212.8076454;230.2978787;0.0043734
733;210.0834639;229.0604326;0.0044076
734;207.3741161;227.7869772;0.0043894
735;204.6801210;226.4778873;0.0043712
736;202.0019971;225.1335376;0.0043590
737;199.3402632;223.7543027;0.0043348
738;196.6954380;222.3405574;0.0043219
739;194.0680404;220.8926763;0.0042948
740;191.4585890;219.4110341;0.0042805
741;188.8676025;217.8960055;0.0042506
742;186.2955997;216.3479652;0.0042350
743;183.7430994;214.7672879;0.0042021
744;181.2106203;213.1543484;0.0041850
745;178.6986810;211.5095212;0.0041491
746;176.2078004;209.8331811;0.0041304
747;173.7384972;208.1257028;0.0040914
748;171.2912901;206.3874609;0.0040711
749;168.8666979;204.6188303;0.0040289
750;166.4652392;202.8201854;0.0040070
751;164.0874329;200.9919012;0.0039614
752;161.7337977;199.1343521;0.0039379
753;159.4048523;197.2479130;0.0038887
754;157.1011154;195.3329586;0.0038500
755;154.8231058;193.3898635;0.0037297
756;152.5710770;191.4191293;0.0036505
757;150.3442917;189.4217319;0.0034646
758;148.1417813;187.3987582;0.0033749
759;145.9625768;185.3512946;0.0032008
760;143.8057095;183.2804279;0.0031157
761;141.6702108;181.1872448;0.0029486
762;139.5551119;179.0728319;0.0028661
763;137.4594439;176.9382760;0.0027025
764;135.3822383;174.7846637;0.0026212
765;133.3225261;172.6130817;0.0025399
766;131.2793387;170.4246166;0.0023773
767;129.2517073;168.2203552;0.0022959
768;127.2386631;166.0013842;0.0021320
769;125.2392375;163.7687901;0.0020498
770;123.2524616;161.5236598;0.0018839
771;121.2773668;159.2670798;0.0018005
772;119.3129842;157.0001369;0.0016322
773;117.3583451;154.7239176;0.0015477
774;115.4124807;152.4395088;0.0013773
775;113.4744224;150.1479971;0.0012918
776;111.5432013;147.8504692;0.0011197
777;109.6178488;145.5480117;0.0010335
778;107.6973960;143.2417113;0.0008607
