,X,Y
720,203.91235828760765,-102.33195985912029
721,203.62968019997078,-101.72093070909982
722,203.34095202553314,-101.11273697208338
723,203.04626111950236,-100.50740985506856
724,202.74569542391063,-99.90497812239832
725,202.4393427380826,-99.30546844490352
726,202.12728788647627,-98.70890691325434
727,201.8096243076791,-98.11531294710353
728,201.48644121133214,-97.52470588129779
729,201.15782704713376,-96.93710325949255
730,200.8238665171481,-96.35252260325191
731,200.48465397288564,-95.77097373516837
732,200.1402783542337,-95.19246724878293
733,199.7908222329312,-94.61701541439582
734,199.4363790614337,-94.04462176574474
735,199.07703703099384,-93.47529072069246
736,198.71287708621267,-92.90902917687258
737,198.3439930132729,-92.34583364964288
738,197.9704665013146,-91.78570627296186
739,197.59238426823947,-91.22864378144591
740,197.20983215815863,-90.67464130132791
741,196.8228908887813,-90.12369540410599
742,196.43164808056056,-89.57579572467789
743,196.03618088862152,-89.03093725139131
744,195.63657610605534,-88.48910597250743
745,195.2329095031874,-87.95029389807168
746,194.82526476350674,-87.41448516228036
747,194.41371818176438,-86.8816674577016
748,193.9983483740046,-86.35182477054488
749,193.57923379584395,-85.82493922139628
750,193.15644636090013,-85.30099623693557
751,192.73006590447042,-84.7799729894725
752,192.3001627541519,-84.26185248668604
753,191.86681114688068,-83.74661273058544
754,191.43008494301716,-83.23423015846647
755,190.99005117356532,-82.72468525287222
756,190.54678275511873,-82.21795171259937
757,190.10034944602205,-81.71400417116531
758,189.65081622770725,-81.21281981498153
759,189.1982520720682,-80.71437062134554
760,188.74272407932844,-80.21862854393675
761,188.28429604182384,-79.72556694243777
762,187.82303130547407,-79.23515803951067
763,187.35899535251707,-78.74737046105983
764,186.892250510179,-78.26217422677162
765,186.42285602583217,-77.77954083192434
766,185.95087407885384,-77.29943745547205
767,185.4763651990661,-76.82183137194734
768,184.99938831236872,-76.34668998103012
769,184.51999898171906,-75.87398267345023
770,184.03825713836818,-75.403673035181
771,183.55421946548424,-74.93572653547743
772,183.0679413005838,-74.4701086873728
773,182.57947633443254,-74.00678542676985
774,182.0888810942032,-73.545718396256
775,181.5962093908358,-73.08687079203628
776,181.10151279985425,-72.6302069690779
777,180.60484469148778,-72.17568812148556
778,180.10625798225553,-71.72327468623816
779,179.60580312329992,-71.27292860945848
780,179.1035306694954,-70.82461056986168
781,178.59949266018538,-70.37827841145008
782,178.09373781917918,-69.93389256530315
783,177.58631597151808,-69.49141111478167
784,177.07727771892726,-69.05079013120499
785,176.5666694828385,-68.61198943712
786,176.0545425082951,-68.1749621998969
787,175.54094351547158,-67.73966581372278
788,175.02592182629166,-67.30605359851378
789,174.50952469336565,-66.87408031423433
790,173.99180096819924,-66.4436978268503
791,173.47279741913056,-66.01485953608845
792,172.95256347259706,-65.58751467883182
793,172.43114547332914,-65.16161530306029
794,171.90859263738045,-64.73710904655744
795,171.38495333108892,-64.31394368119246
796,170.8602753279156,-63.892066846945916
797,170.33460772920913,-63.47142369088917
798,169.80800006459054,-63.051957989080535
799,169.28050194520557,-62.633612605676184
800,168.75216357268965,-62.21632887994683
801,168.22303582778682,-61.800046535448026
802,167.6931703644776,-61.384703583318235
803,167.1626197101442,-60.97023621934316
804,166.6314373723128,-60.55657871443629
805,166.0996779526098,-60.14366329813566
806,165.56739704355567,-59.73142032562213
807,165.03465174689342,-59.31977764662935
808,164.50150107189498,-58.908660127241944
809,163.9680049165821,-58.49799101625161
810,163.4342259182739,-58.0876895960318
811,162.9002279963623,-57.67767313257649
812,162.36607802512748,-57.26785476579827
813,161.83184509282574,-56.858144548444805
814,161.29760117172873,-56.4484486596595
815,160.7634213960652,-56.038669141438874
816,160.2293843611634,-55.62870362284848
817,159.69557245038015,-55.21844502586778
818,159.16207223074835,-54.80778120252892
819,158.62897549546673,-54.396593758624704
820,158.09637831622632,-53.98475948890304
821,157.56438347810246,-53.57214746113055
822,157.0330999465249,-53.15861999258591
823,156.50264362609605,-52.74403199580617
824,155.97313867500299,-52.32822967530193
825,155.44471904111307,-51.91104903177743
826,154.91752685350838,-51.49231842723178
827,154.39171807808316,-51.07185206583027
828,153.86745932858167,-50.64945476378539
829,153.3449327571097,-50.2249167012039
830,152.82433627682403,-49.79801421472916
831,152.30588821241557,-49.36850537601643
832,151.78982481380058,-48.9361344966646
833,151.27640923554975,-48.500623095139815
834,150.76593124221458,-48.061672499742194
835,150.25871148905796,-47.618961379437266
836,149.75510940512453,-47.17213984250813
837,149.25552669013064,-46.72082944493124
838,148.760412757182,-46.26462176940052
839,148.27027586709846,-45.80307197935663
840,147.7856914730888,-45.33569708730556
841,147.30731772807783,-44.86196871160108
842,146.8359026131019,-44.38131689360797
843,146.37230878795327,-43.893119058109356
844,145.91753261978127,-43.39669941859409
845,145.47272584640032,-42.89133066875825
846,145.03923690874603,-42.37622491934337
847,144.61863388253641,-41.85054961604903
848,144.21276629847011,-41.31342181189495
849,143.82379549886315,-40.76394212538688
850,143.45427377972186,-40.20120864160569
851,143.1071919376806,-39.62437636761446
852,142.78604349702812,-39.032728516916066
853,142.49486203615885,-38.42578985596097
854,142.23822582179787,-37.80347837973983
855,142.02117360191127,-37.166305249436384
856,141.84902684189464,-36.51558970431981
857,141.7270371352715,-35.85366305283887
858,141.65987911540452,-35.183972899685074
859,141.65102353408946,-34.51099967314602
860,141.70220442530848,-33.83992358566124
861,141.81307990549712,-33.17608849981213
862,141.98127775095966,-32.52439674588812
863,142.202789255936,-31.888820445532026
864,142.4725688999505,-31.27215206115715
865,142.78517255261642,-30.676018160944945
866,143.13519907602523,-30.101031159389517
867,143.51763706059245,-29.54704810209417
868,143.92802323733386,-29.01341755813882
869,144.362457696265,-28.499158037924083
870,144.81761452485134,-28.003131095929568
871,145.2906837773167,-27.524145595368047
872,145.77927884679767,-27.06099857469755
873,146.2813999355081,-26.612543864207762
874,146.7953588800908,-26.1777003735291
875,147.3197241880467,-25.755458658653385
876,147.85329276997274,-25.344904050098112
877,148.39502609221654,-24.94518130960325
878,148.9440468320341,-24.55552542957834
879,149.49959146395224,-24.17522629484747
880,150.06100906200905,-23.80364988166573
881,150.6277288759052,-23.440209908052914
882,151.19925667474888,-23.084377140702706
883,151.77515984105946,-22.73566898579817
884,152.35505701234248,-22.39364294709285
885,152.9386108693227,-22.057892962299732
886,153.5255272468889,-21.728055375348237
887,154.1155377765016,-21.403784397526156
888,154.70840773332682,-21.084770786417643
889,155.30392513135126,-20.77072648846767
890,155.90190059985062,-20.461387824261102
891,156.50216210590224,-20.156508450240796
892,157.10455620109403,-19.85586437559212
893,157.70894041119595,-19.559241035704858
894,158.31518838194057,-19.266445479010066
895,158.92318431310025,-18.977296856787973
896,159.53282081642232,-18.69162319908806
897,160.14400307504928,-18.409271535970564
898,160.75663957387565,-18.130089103962792
899,161.37064987915673,-17.853941053273108
900,161.9859587635558,-17.580698574127354
901,162.6024958378712,-17.310238640426363
902,163.22019584080982,-17.04244522426076
903,163.83900194688974,-16.777217649863307
904,164.45885646935076,-16.514449542885192
905,165.07970837565637,-16.25404665913839
906,165.7015101099011,-15.99591995466259
907,166.3242167853847,-15.73998397480986
908,166.9477860194571,-15.486156711280444
909,167.57218159058374,-15.234368962917046
910,168.19736310984638,-14.984539030697114
911,168.82330014551698,-14.736608030832405
912,169.4499581954154,-14.490505084896078
913,170.0773075001622,-14.246169574488015
914,170.70531987594092,-14.003543386255739
915,171.33396849290602,-13.762570470560322
916,171.9632278031047,-13.523196767465134
917,172.59307528031874,-13.285374941391545
918,173.22348741236803,-13.04905392939894
919,173.85444281136785,-12.814187211846509
920,174.4859216972432,-12.58073160548359
921,175.11790552615662,-12.34864637612856
922,175.7503751842254,-12.117888377050035
923,176.3833138743377,-11.888419975399085
924,177.0167054806816,-11.660204692346978
925,177.6505345380412,-11.433207166920466
926,178.2847862026135,-11.207393120997763
927,178.91944622427016,-10.98272932545478
928,179.5545009201876,-10.7591835674208
929,180.18993882460916,-10.536729416567
930,180.82574663236338,-10.31533471181806
931,181.46191273939326,-10.094971660968403
932,182.09842660203054,-9.87561510729582
933,182.73527732741564,-9.65723847666336
934,183.37245407156732,-9.43981492372712
935,184.00994842566888,-9.22332437395791
936,184.647750462608,-9.00774196728058
937,185.28585098352627,-8.793044644562103
938,185.92424155121114,-8.579211294575034
939,186.5629140069047,-8.366221350902524
940,187.20186046009957,-8.154054777540503
941,187.84107327875347,-7.942692054914132
942,188.4805450798986,-7.732114166284764
943,189.12026904084993,-7.522303562891799
944,189.76023908124932,-7.313244756130293
945,190.4004475997939,-7.1049173907216545
946,191.0408883464202,-6.897305030846156
947,191.68155677849836,-6.690396345965076
948,192.32244504167014,-6.484169578072853
949,192.9635496646492,-6.278616397619176
950,193.60486319535235,-6.073715922696962
951,194.2463823669688,-5.869460192069042
952,194.8881008542447,-5.6658315228142335
953,195.53001377828545,-5.462816616716745
954,196.17211758088536,-5.26040623516787
955,196.81440700642898,-5.0585856459516565
956,197.45687756192564,-4.857342403587192
957,198.0995251218084,-4.656665119438006
958,198.7423456687048,-4.456542645635632
959,199.38533529030266,-4.256964069897382
960,200.0284901763172,-4.057918710464047
961,200.67180661555975,-3.859396111169156
962,201.3152809930998,-3.661386036614204
963,201.95890978751828,-3.463878467461335
964,202.60268956824814,-3.2668635958307175
965,203.24661699300438,-3.0703318208186388
966,203.89068897229674,-2.874274293466791
967,204.53490311690524,-2.678684403776318
968,205.1792555093287,-2.4835504410911438
969,205.8237431301896,-2.288863572393768
970,206.46836429198657,-2.0946193218580826
971,207.11311524342085,-1.9008063146330054
972,207.75799348648624,-1.7074172668610135
973,208.40299702597744,-1.5144465265825349
974,209.04812241016174,-1.3218835187811238
975,209.69336829011584,-1.1297246569869757
976,210.33873131558263,-0.9379595935405771
977,210.98420975865477,-0.7465833821473614
978,211.62980134440986,-0.5555891950045905
979,212.2755032629855,-0.36496834577027537
980,212.92131448382926,-0.17471813322941837
981,213.56723219893345,0.015170206796720959
982,214.21325425251663,0.20470327283350478
983,214.85937890850732,0.39388627046905006
984,215.50560480347752,0.5827231595347895
985,216.1519294142536,0.7712219006918926
986,216.79835098076654,0.9593878818722273
987,217.44486777814635,1.1472264008953255
988,218.0914781159538,1.334742666977598
989,218.73818033743322,1.5219418022111597
990,219.38497281878685,1.708828843003776
991,220.03185396846155,1.895408741511755
992,220.6788222264566,2.081686367030875
993,221.32587606364808,2.26766650736595
994,221.9730139811295,2.4533538701777777
995,222.62023450956664,2.6387530843057156
996,223.26753620857224,2.8238687010586627
997,223.91491766609107,3.00870519549349
998,224.56237749780354,3.1932669676608505
999,225.20991434654132,3.3775583438336887
1000,225.8575268817185,3.5615835777116445
